,Genotype,Daylength,Temperature,Growth
709,Col,0,28,12.096
710,ELF3ox cop1-4,0,28,3.875
711,ELF3ox cop1-4,0,28,3.823
712,ELF3ox cop1-4,0,28,3.648
713,ELF3ox cop1-4,0,28,3.440
714,ELF3ox cop1-4,0,28,3.244
715,ELF3ox cop1-4,0,28,3.034
716,ELF3ox cop1-4,0,28,4.357
717,ELF3ox cop1-4,0,28,3.378
718,ELF3ox cop1-4,0,28,3.451
719,ELF3ox cop1-4,0,28,3.706
720,ELF3ox cop1-4,0,28,2.788
721,ELF3ox cop1-4,0,28,2.940
722,ELF3ox cop1-4,0,28,2.826
723,ELF3ox cop1-4,0,28,3.106
724,ELF3ox cop1-4,0,28,3.527
725,ELF3ox cop1-4,0,28,3.405
726,ELF3ox cop1-4,0,28,3.460
727,ELF3ox cop1-4,0,28,3.873
728,ELF3ox cop1-4,0,28,3.515
729,ELF3ox cop1-4,0,28,3.563
730,ELF3ox cop1-4,0,28,2.707
731,ELF3ox cop1-4,0,28,3.846
732,ELF3ox cop1-4,0,28,3.558
733,ELF3ox cop1-4,0,28,4.088
734,ELF3ox cop1-4,0,28,3.461
735,ELF3ox cop1-4,0,28,3.929
736,ELF3ox cop1-4,0,28,3.422
737,ELF3ox cop1-4,0,28,3.687
738,ELF3ox cop1-4,0,28,3.817
739,ELF3ox cop1-4,0,28,3.323
740,ELF3ox cop1-4,0,28,3.644
741,elf3-8 cop1-4,0,28,4.301
742,elf3-8 cop1-4,0,28,4.472
743,elf3-8 cop1-4,0,28,3.722
744,elf3-8 cop1-4,0,28,4.530
745,elf3-8 cop1-4,0,28,5.014
746,elf3-8 cop1-4,0,28,5.396
747,elf3-8 cop1-4,0,28,4.508
748,elf3-8 cop1-4,0,28,4.947
749,elf3-8 cop1-4,0,28,4.274
750,elf3-8 cop1-4,0,28,4.184
751,elf3-8 cop1-4,0,28,4.234
752,elf3-8 cop1-4,0,28,2.629
753,elf3-8 cop1-4,0,28,2.531
754,elf3-8 cop1-4,0,28,2.460
755,elf3-8 cop1-4,0,28,3.067
756,elf3-8 cop1-4,0,28,2.800
757,elf3-8 cop1-4,0,28,2.739
758,elf3-8 cop1-4,0,28,3.294
759,elf3-8 cop1-4,0,28,3.031
760,elf3-8 cop1-4,0,28,3.142
761,elf3-8 cop1-4,0,28,2.807
762,elf3-8 cop1-4,0,28,2.700
763,elf3-8 cop1-4,0,28,2.868
764,elf3-8 cop1-4,0,28,4.694
765,elf3-8 cop1-4,0,28,3.540
766,elf3-8 cop1-4,0,28,4.000
767,elf3-8 cop1-4,0,28,5.438
768,elf3-8 cop1-4,0,28,4.444
769,elf3-8 cop1-4,0,28,4.042
770,elf3-8 cop1-4,0,28,4.786
771,elf3-8 cop1-4,0,28,4.709
772,elf3-8 cop1-4,0,28,3.928
773,elf3-8 cop1-4,0,28,5.099
774,elf3-8 cop1-4,0,28,4.136
775,elf3-8 cop1-4,0,28,4.369
776,cop1-4,0,28,5.433
777,cop1-4,0,28,5.457
778,cop1-4,0,28,5.923
779,cop1-4,0,28,7.912
780,cop1-4,0,28,6.376
781,cop1-4,0,28,7.736
782,cop1-4,0,28,4.733
783,cop1-4,0,28,6.268
784,cop1-4,0,28,5.577
785,cop1-4,0,28,4.058
786,cop1-4,0,28,4.857
787,cop1-4,0,28,5.607
788,cop1-4,0,28,4.304
789,cop1-4,0,28,7.645
790,cop1-4,0,28,5.580
791,cop1-4,0,28,5.471
792,cop1-4,0,28,4.981
793,cop1-4,0,28,4.402
794,cop1-4,0,28,4.660
795,cop1-4,0,28,5.192
796,cop1-4,0,28,6.493
797,cop1-4,0,28,10.503
798,cop1-4,0,28,5.948
799,cop1-4,0,28,6.300
800,cop1-4,0,28,6.078
801,cop1-4,0,28,8.439
802,cop1-4,0,28,6.311
803,cop1-4,0,28,6.456
804,cop1-4,0,28,5.514
805,cop1-4,0,28,5.345
806,PHYBox,0,28,11.269
807,PHYBox,0,28,10.632
808,PHYBox,0,28,12.229
809,PHYBox,0,28,10.578
810,PHYBox,0,28,11.558
811,PHYBox,0,28,11.603
812,PHYBox,0,28,11.898
813,PHYBox,0,28,11.449
814,PHYBox,0,28,11.944
815,PHYBox,0,28,13.324
816,PHYBox,0,28,11.765
817,PHYBox,0,28,13.766
818,PHYBox,0,28,12.164
819,PHYBox,0,28,13.589
820,PHYBox,0,28,11.294
821,phyB-9,0,28,16.947
822,phyB-9,0,28,16.686
823,phyB-9,0,28,13.362
824,phyB-9,0,28,13.839
825,phyB-9,0,28,13.621
826,phyB-9,0,28,11.539
827,phyB-9,0,28,11.488
828,phyB-9,0,28,16.186
829,phyB-9,0,28,17.781
830,phyB-9,0,28,14.727
831,phyB-9,0,28,12.883
832,phyB-9,0,28,12.887
833,phyB-9,0,28,15.781
834,phyB-9,0,28,16.043
835,phyB-9,0,28,15.075
836,phyB-9,0,28,18.543
837,phyB-9,0,28,15.294
838,ELF3ox,12,22,2.267
839,ELF3ox,12,22,2.501
840,ELF3ox,12,22,2.406
841,ELF3ox,12,22,2.163
842,ELF3ox,12,22,2.390
843,ELF3ox,12,22,2.605
844,ELF3ox,12,22,2.584
845,ELF3ox,12,22,2.601
846,ELF3ox,12,22,2.302
847,ELF3ox,12,22,2.123
848,ELF3ox,12,22,2.079
849,ELF3ox,12,22,2.099
850,ELF3ox,12,22,1.999
851,ELF3ox,12,22,1.977
852,ELF3ox,12,22,2.454
853,ELF3ox,12,22,2.418
854,ELF3ox,12,22,2.448
855,elf3-8,12,22,5.509
856,elf3-8,12,22,5.550
857,elf3-8,12,22,5.038
858,elf3-8,12,22,5.274
859,elf3-8,12,22,5.456
860,elf3-8,12,22,5.837
861,elf3-8,12,22,6.386
862,elf3-8,12,22,5.464
863,elf3-8,12,22,5.526
864,elf3-8,12,22,5.408
865,elf3-8,12,22,5.946
866,elf3-8,12,22,5.055
867,elf3-8,12,22,5.541
868,elf3-8,12,22,5.268
869,elf3-8,12,22,5.007
870,elf3-8,12,22,5.423
871,elf3-8,12,22,5.374
872,elf3-8,12,22,5.937
873,elf3-8,12,22,5.018
874,elf3-8,12,22,5.345
875,elf3-8,12,22,5.135
876,elf3-8,12,22,4.944
877,Col,12,22,2.122
878,Col,12,22,2.311
879,Col,12,22,2.247
880,Col,12,22,2.540
881,Col,12,22,2.128
882,Col,12,22,2.059
883,Col,12,22,2.260
884,Col,12,22,2.296
885,Col,12,22,2.524
886,Col,12,22,2.524
887,Col,12,22,2.102
888,Col,12,22,1.764
889,Col,12,22,2.108
890,Col,12,22,2.222
891,Col,12,22,2.312
892,ELF3ox cop1-4,12,22,1.415
893,ELF3ox cop1-4,12,22,1.276
894,ELF3ox cop1-4,12,22,1.503
895,ELF3ox cop1-4,12,22,1.374
896,ELF3ox cop1-4,12,22,1.350
897,ELF3ox cop1-4,12,22,1.400
898,ELF3ox cop1-4,12,22,1.414
899,ELF3ox cop1-4,12,22,1.373
900,ELF3ox cop1-4,12,22,1.419
901,ELF3ox cop1-4,12,22,1.267
902,ELF3ox cop1-4,12,22,1.360
903,ELF3ox cop1-4,12,22,1.535
904,ELF3ox cop1-4,12,22,1.469
905,ELF3ox cop1-4,12,22,1.650
906,ELF3ox cop1-4,12,22,1.415
907,ELF3ox cop1-4,12,22,1.603
908,ELF3ox cop1-4,12,22,1.645
909,ELF3ox cop1-4,12,22,1.911
910,ELF3ox cop1-4,12,22,1.537
911,ELF3ox cop1-4,12,22,1.576
912,ELF3ox cop1-4,12,22,2.216
913,ELF3ox cop1-4,12,22,1.869
914,ELF3ox cop1-4,12,22,2.002
915,ELF3ox cop1-4,12,22,2.123
916,ELF3ox cop1-4,12,22,2.109
917,ELF3ox cop1-4,12,22,1.480
918,ELF3ox cop1-4,12,22,1.972
919,ELF3ox cop1-4,12,22,2.033
920,ELF3ox cop1-4,12,22,1.710
921,ELF3ox cop1-4,12,22,1.678
922,ELF3ox cop1-4,12,22,1.661
923,ELF3ox cop1-4,12,22,1.551
924,ELF3ox cop1-4,12,22,1.819
925,ELF3ox cop1-4,12,22,1.589
926,ELF3ox cop1-4,12,22,1.471
927,ELF3ox cop1-4,12,22,1.746
928,elf3-8 cop1-4,12,22,1.937
929,elf3-8 cop1-4,12,22,2.173
930,elf3-8 cop1-4,12,22,2.214
931,elf3-8 cop1-4,12,22,2.007
932,elf3-8 cop1-4,12,22,2.324
933,elf3-8 cop1-4,12,22,2.704
934,elf3-8 cop1-4,12,22,2.036
935,elf3-8 cop1-4,12,22,1.581
936,elf3-8 cop1-4,12,22,1.821
937,elf3-8 cop1-4,12,22,1.938
938,elf3-8 cop1-4,12,22,2.068
939,elf3-8 cop1-4,12,22,1.871
940,elf3-8 cop1-4,12,22,1.754
941,elf3-8 cop1-4,12,22,1.971
942,elf3-8 cop1-4,12,22,1.835
943,elf3-8 cop1-4,12,22,1.795
944,elf3-8 cop1-4,12,22,2.108
945,elf3-8 cop1-4,12,22,2.142
946,elf3-8 cop1-4,12,22,2.308
947,elf3-8 cop1-4,12,22,1.958
948,elf3-8 cop1-4,12,22,1.904
949,elf3-8 cop1-4,12,22,1.648
950,elf3-8 cop1-4,12,22,1.888
951,cop1-4,12,22,1.740
952,cop1-4,12,22,1.974
953,cop1-4,12,22,2.180
954,cop1-4,12,22,1.903
955,cop1-4,12,22,1.734
956,cop1-4,12,22,1.780
957,cop1-4,12,22,1.783
958,cop1-4,12,22,1.860
959,cop1-4,12,22,1.797
960,cop1-4,12,22,1.831
961,cop1-4,12,22,1.797
962,cop1-4,12,22,1.944
963,cop1-4,12,22,1.729
964,cop1-4,12,22,1.803
965,cop1-4,12,22,1.975
966,cop1-4,12,22,2.041
967,cop1-4,12,22,1.790
968,cop1-4,12,22,1.536
969,cop1-4,12,22,2.031
970,cop1-4,12,22,1.966
971,cop1-4,12,22,1.581
972,phyB-9,12,22,4.134
973,phyB-9,12,22,5.328
974,phyB-9,12,22,5.281
975,phyB-9,12,22,5.769
976,phyB-9,12,22,5.599
977,phyB-9,12,22,6.013
978,phyB-9,12,22,6.163
979,phyB-9,12,22,5.175
980,phyB-9,12,22,5.839
981,phyB-9,12,22,5.894
982,phyB-9,12,22,5.747
983,phyB-9,12,22,4.903
984,phyB-9,12,22,5.037
985,phyB-9,12,22,5.186
986,phyB-9,12,22,4.981
987,phyB-9,12,22,5.355
988,phyB-9,12,22,5.698
989,ELF3ox,12,28,4.207
990,ELF3ox,12,28,4.627
991,ELF3ox,12,28,4.912
992,ELF3ox,12,28,5.455
993,ELF3ox,12,28,5.274
994,ELF3ox,12,28,5.197
995,ELF3ox,12,28,4.054
996,ELF3ox,12,28,4.877
997,ELF3ox,12,28,4.320
998,ELF3ox,12,28,5.478
999,ELF3ox,12,28,4.386
1000,ELF3ox,12,28,4.667
1001,ELF3ox,12,28,5.255
1002,ELF3ox,12,28,3.366
1003,ELF3ox,12,28,4.999
1004,ELF3ox,12,28,5.050
1005,ELF3ox,12,28,4.682
1006,ELF3ox,12,28,4.111
1007,ELF3ox,12,28,4.285
1008,ELF3ox,12,28,5.439
1009,ELF3ox,12,28,5.275
1010,ELF3ox,12,28,4.987
1011,elf3-8,12,28,8.507
1012,elf3-8,12,28,8.173
1013,elf3-8,12,28,8.760
1014,elf3-8,12,28,8.440
1015,elf3-8,12,28,8.013
1016,elf3-8,12,28,7.512
1017,elf3-8,12,28,8.696
1018,elf3-8,12,28,6.972
1019,elf3-8,12,28,6.031
1020,elf3-8,12,28,7.236
1021,elf3-8,12,28,7.343
1022,elf3-8,12,28,8.460
1023,elf3-8,12,28,8.674
1024,elf3-8,12,28,8.429
1025,elf3-8,12,28,8.503
1026,elf3-8,12,28,8.536
1027,elf3-8,12,28,7.868
1028,elf3-8,12,28,8.622
1029,elf3-8,12,28,7.962
1030,elf3-8,12,28,8.078
1031,elf3-8,12,28,8.569
1032,elf3-8,12,28,9.679
1033,elf3-8,12,28,8.979
1034,elf3-8,12,28,8.246
1035,elf3-8,12,28,7.944
1036,Col,12,28,4.832
1037,Col,12,28,4.507
1038,Col,12,28,4.073
1039,Col,12,28,3.688
1040,Col,12,28,3.964
1041,Col,12,28,4.166
1042,Col,12,28,4.049
1043,Col,12,28,5.217
1044,Col,12,28,3.736
1045,Col,12,28,4.583
1046,Col,12,28,4.216
1047,Col,12,28,4.180
1048,Col,12,28,3.549
1049,Col,12,28,4.126
1050,Col,12,28,4.350
1051,Col,12,28,3.856
1052,Col,12,28,4.117
1053,Col,12,28,4.189
1054,Col,12,28,4.283
1055,ELF3ox cop1-4,12,28,1.357
1056,ELF3ox cop1-4,12,28,1.362
1057,ELF3ox cop1-4,12,28,1.487
1058,ELF3ox cop1-4,12,28,1.288
1059,ELF3ox cop1-4,12,28,1.425
1060,ELF3ox cop1-4,12,28,1.612
1061,ELF3ox cop1-4,12,28,1.424
1062,ELF3ox cop1-4,12,28,1.286
1063,ELF3ox cop1-4,12,28,1.439
1064,ELF3ox cop1-4,12,28,1.354
1065,ELF3ox cop1-4,12,28,1.440
1066,ELF3ox cop1-4,12,28,1.509
1067,ELF3ox cop1-4,12,28,1.462
1068,ELF3ox cop1-4,12,28,1.342
1069,ELF3ox cop1-4,12,28,1.674
1070,ELF3ox cop1-4,12,28,1.858
1071,ELF3ox cop1-4,12,28,1.868
1072,ELF3ox cop1-4,12,28,1.660
1073,ELF3ox cop1-4,12,28,1.612
1074,ELF3ox cop1-4,12,28,2.129
1075,ELF3ox cop1-4,12,28,1.972
1076,ELF3ox cop1-4,12,28,1.977
1077,ELF3ox cop1-4,12,28,1.764
1078,ELF3ox cop1-4,12,28,1.609
1079,ELF3ox cop1-4,12,28,1.479
1080,elf3-8 cop1-4,12,28,1.595
1081,elf3-8 cop1-4,12,28,2.002
1082,elf3-8 cop1-4,12,28,1.675
1083,elf3-8 cop1-4,12,28,1.738
1084,elf3-8 cop1-4,12,28,2.072
1085,elf3-8 cop1-4,12,28,2.009
1086,elf3-8 cop1-4,12,28,1.947
1087,elf3-8 cop1-4,12,28,2.375
1088,elf3-8 cop1-4,12,28,2.544
1089,elf3-8 cop1-4,12,28,2.099
1090,elf3-8 cop1-4,12,28,2.242
1091,elf3-8 cop1-4,12,28,1.809
1092,elf3-8 cop1-4,12,28,1.933
1093,elf3-8 cop1-4,12,28,1.862
1094,elf3-8 cop1-4,12,28,1.655
1095,elf3-8 cop1-4,12,28,1.781
1096,elf3-8 cop1-4,12,28,2.088
1097,elf3-8 cop1-4,12,28,1.767
1098,elf3-8 cop1-4,12,28,1.731
1099,elf3-8 cop1-4,12,28,1.635
1100,elf3-8 cop1-4,12,28,2.051
1101,elf3-8 cop1-4,12,28,1.846
1102,elf3-8 cop1-4,12,28,1.886
1103,elf3-8 cop1-4,12,28,1.961
1104,elf3-8 cop1-4,12,28,1.929
1105,elf3-8 cop1-4,12,28,1.801
1106,elf3-8 cop1-4,12,28,1.871
1107,cop1-4,12,28,2.423
1108,cop1-4,12,28,2.475
1109,cop1-4,12,28,2.337
1110,cop1-4,12,28,2.284
1111,cop1-4,12,28,2.176
1112,cop1-4,12,28,2.243
1113,cop1-4,12,28,2.402
1114,cop1-4,12,28,1.915
1115,cop1-4,12,28,1.956
1116,cop1-4,12,28,2.309
1117,cop1-4,12,28,2.394
1118,cop1-4,12,28,1.977
1119,cop1-4,12,28,2.764
1120,cop1-4,12,28,2.112
1121,cop1-4,12,28,2.301
1122,cop1-4,12,28,2.435
1123,cop1-4,12,28,2.356
1124,cop1-4,12,28,2.401
1125,cop1-4,12,28,1.886
1126,cop1-4,12,28,2.013
1127,phyB-9,12,28,10.309
1128,phyB-9,12,28,8.970
1129,phyB-9,12,28,11.507
1130,phyB-9,12,28,10.853
1131,phyB-9,12,28,11.669
1132,phyB-9,12,28,12.805
1133,phyB-9,12,28,10.887
1134,phyB-9,12,28,10.542
1135,phyB-9,12,28,10.746
1136,phyB-9,12,28,11.660
1137,phyB-9,12,28,12.461
1138,phyB-9,12,28,8.899
1139,phyB-9,12,28,10.979
1140,phyB-9,12,28,9.761
1141,phyB-9,12,28,10.769
1142,phyB-9,12,28,10.728
1143,PHYBox,12,28,1.606
1144,PHYBox,12,28,1.767
1145,PHYBox,12,28,1.315
1146,ELF3ox,24,22,1.138
1147,ELF3ox,24,22,1.332
1148,ELF3ox,24,22,1.224
1149,ELF3ox,24,22,1.287
1150,ELF3ox,24,22,1.380
1151,ELF3ox,24,22,1.333
1152,ELF3ox,24,22,1.139
1153,ELF3ox,24,22,1.282
1154,ELF3ox,24,22,1.124
1155,ELF3ox,24,22,1.340
1156,ELF3ox,24,22,1.332
1157,ELF3ox,24,22,1.590
1158,ELF3ox,24,22,1.456
1159,ELF3ox,24,22,1.360
1160,ELF3ox,24,22,1.344
1161,ELF3ox,24,22,1.530
1162,ELF3ox,24,22,1.648
1163,ELF3ox,24,22,1.413
1164,ELF3ox,24,22,1.544
1165,ELF3ox,24,22,1.217
1166,ELF3ox,24,22,1.169
1167,ELF3ox,24,22,1.328
1168,ELF3ox,24,22,1.415
1169,ELF3ox,24,22,2.024
1170,ELF3ox,24,22,1.086
1171,ELF3ox,24,22,1.357
1172,ELF3ox,24,22,1.362
1173,elf3-8,24,22,1.226
1174,elf3-8,24,22,1.338
1175,elf3-8,24,22,1.491
1176,elf3-8,24,22,1.405
1177,elf3-8,24,22,1.640
1178,elf3-8,24,22,1.164
1179,elf3-8,24,22,1.372
1180,elf3-8,24,22,1.555
1181,elf3-8,24,22,1.435
1182,elf3-8,24,22,1.108
1183,elf3-8,24,22,1.302
1184,elf3-8,24,22,1.344
1185,elf3-8,24,22,1.741
1186,elf3-8,24,22,1.374
1187,elf3-8,24,22,1.342
1188,elf3-8,24,22,1.572
1189,elf3-8,24,22,1.322
1190,elf3-8,24,22,1.362
1191,elf3-8,24,22,1.354
1192,elf3-8,24,22,1.509
1193,elf3-8,24,22,1.659
1194,elf3-8,24,22,1.612
1195,elf3-8,24,22,1.497
1196,elf3-8,24,22,1.479
1197,elf3-8,24,22,1.523
1198,elf3-8,24,22,1.503
1199,elf3-8,24,22,1.606
1200,elf3-8,24,22,1.500
1201,Col,24,22,1.491
1202,Col,24,22,1.133
1203,Col,24,22,1.222
1204,Col,24,22,1.135
1205,Col,24,22,1.659
1206,Col,24,22,1.589
1207,Col,24,22,1.924
1208,Col,24,22,1.596
1209,Col,24,22,1.470
1210,Col,24,22,1.424
1211,Col,24,22,1.431
1212,Col,24,22,1.392
1213,Col,24,22,1.280
1214,ELF3ox cop1-4,24,22,0.756
1215,ELF3ox cop1-4,24,22,1.023
1216,ELF3ox cop1-4,24,22,0.948
1217,ELF3ox cop1-4,24,22,0.907
1218,ELF3ox cop1-4,24,22,1.108
1219,ELF3ox cop1-4,24,22,1.294
1220,ELF3ox cop1-4,24,22,0.897
1221,ELF3ox cop1-4,24,22,0.882
1222,ELF3ox cop1-4,24,22,0.933
1223,ELF3ox cop1-4,24,22,1.148
1224,ELF3ox cop1-4,24,22,1.073
1225,ELF3ox cop1-4,24,22,0.969
1226,ELF3ox cop1-4,24,22,0.969
1227,ELF3ox cop1-4,24,22,1.107
1228,ELF3ox cop1-4,24,22,1.132
1229,ELF3ox cop1-4,24,22,1.381
1230,ELF3ox cop1-4,24,22,0.927
1231,ELF3ox cop1-4,24,22,1.183
1232,ELF3ox cop1-4,24,22,1.047
1233,ELF3ox cop1-4,24,22,1.027
1234,ELF3ox cop1-4,24,22,1.208
1235,ELF3ox cop1-4,24,22,1.189
1236,ELF3ox cop1-4,24,22,1.092
1237,ELF3ox cop1-4,24,22,1.182
1238,ELF3ox cop1-4,24,22,1.415
1239,elf3-8 cop1-4,24,22,0.907
1240,elf3-8 cop1-4,24,22,1.249
1241,elf3-8 cop1-4,24,22,1.233
1242,elf3-8 cop1-4,24,22,1.170
1243,elf3-8 cop1-4,24,22,1.393
1244,elf3-8 cop1-4,24,22,1.063
1245,elf3-8 cop1-4,24,22,1.110
1246,elf3-8 cop1-4,24,22,0.943
1247,elf3-8 cop1-4,24,22,0.803
1248,elf3-8 cop1-4,24,22,1.035
1249,elf3-8 cop1-4,24,22,1.064
1250,elf3-8 cop1-4,24,22,1.157
1251,elf3-8 cop1-4,24,22,1.020
1252,elf3-8 cop1-4,24,22,1.218
1253,elf3-8 cop1-4,24,22,1.047
1254,elf3-8 cop1-4,24,22,1.034
1255,elf3-8 cop1-4,24,22,1.083
1256,elf3-8 cop1-4,24,22,1.104
1257,elf3-8 cop1-4,24,22,0.939
1258,elf3-8 cop1-4,24,22,1.276
1259,elf3-8 cop1-4,24,22,1.158
1260,elf3-8 cop1-4,24,22,1.149
1261,elf3-8 cop1-4,24,22,1.067
1262,elf3-8 cop1-4,24,22,1.213
1263,elf3-8 cop1-4,24,22,1.274
1264,cop1-4,24,22,1.307
1265,cop1-4,24,22,1.076
1266,cop1-4,24,22,1.261
1267,cop1-4,24,22,1.224
1268,cop1-4,24,22,1.268
1269,cop1-4,24,22,1.183
1270,cop1-4,24,22,1.373
1271,cop1-4,24,22,1.276
1272,cop1-4,24,22,0.960
1273,cop1-4,24,22,1.135
1274,cop1-4,24,22,0.999
1275,cop1-4,24,22,1.187
1276,cop1-4,24,22,1.235
1277,cop1-4,24,22,1.157
1278,cop1-4,24,22,1.340
1279,cop1-4,24,22,1.342
1280,cop1-4,24,22,1.241
1281,cop1-4,24,22,0.967
1282,cop1-4,24,22,1.335
1283,cop1-4,24,22,1.425
1284,cop1-4,24,22,1.310
1285,cop1-4,24,22,1.471
1286,cop1-4,24,22,1.435
1287,cop1-4,24,22,1.424
1288,cop1-4,24,22,1.302
1289,cop1-4,24,22,1.581
1290,PHYBox,24,22,1.327
1291,phyB-9,24,22,2.310
1292,phyB-9,24,22,2.280
1293,phyB-9,24,22,2.502
1294,phyB-9,24,22,2.603
1295,phyB-9,24,22,2.108
1296,phyB-9,24,22,2.239
1297,phyB-9,24,22,2.400
1298,phyB-9,24,22,2.413
1299,phyB-9,24,22,2.231
1300,phyB-9,24,22,2.241
1301,phyB-9,24,22,2.461
1302,phyB-9,24,22,2.166
1303,phyB-9,24,22,2.433
1304,phyB-9,24,22,2.121
1305,phyB-9,24,22,1.836
1306,phyB-9,24,22,1.549
1307,phyB-9,24,22,1.914
1308,phyB-9,24,22,2.088
1309,phyB-9,24,22,2.548
1310,PHYBox,24,22,1.046
1311,ELF3ox,24,28,1.905
1312,ELF3ox,24,28,1.690
1313,ELF3ox,24,28,1.853
1314,ELF3ox,24,28,2.047
1315,ELF3ox,24,28,1.810
1316,ELF3ox,24,28,1.925
1317,ELF3ox,24,28,1.537
1318,ELF3ox,24,28,1.947
1319,ELF3ox,24,28,1.939
1320,ELF3ox,24,28,2.100
1321,ELF3ox,24,28,2.354
1322,ELF3ox,24,28,2.440
1323,ELF3ox,24,28,2.816
1324,ELF3ox,24,28,2.591
1325,ELF3ox,24,28,1.735
1326,ELF3ox,24,28,2.146
1327,ELF3ox,24,28,1.965
1328,ELF3ox,24,28,2.311
1329,ELF3ox,24,28,2.052
1330,ELF3ox,24,28,1.590
1331,ELF3ox,24,28,2.092
1332,ELF3ox,24,28,2.464
1333,ELF3ox,24,28,2.204
1334,ELF3ox,24,28,2.704
1335,ELF3ox,24,28,2.433
1336,ELF3ox,24,28,2.645
1337,ELF3ox,24,28,2.293
1338,ELF3ox,24,28,2.269
1339,ELF3ox,24,28,2.383
1340,ELF3ox,24,28,1.973
1341,ELF3ox,24,28,2.359
1342,elf3-8,24,28,1.642
1343,elf3-8,24,28,1.679
1344,elf3-8,24,28,1.676
1345,elf3-8,24,28,1.838
1346,elf3-8,24,28,1.763
1347,elf3-8,24,28,1.507
1348,elf3-8,24,28,3.093
1349,elf3-8,24,28,1.849
1350,elf3-8,24,28,1.951
1351,elf3-8,24,28,1.059
1352,elf3-8,24,28,1.315
1353,elf3-8,24,28,2.386
1354,elf3-8,24,28,2.097
1355,elf3-8,24,28,2.100
1356,elf3-8,24,28,1.736
1357,elf3-8,24,28,2.397
1358,elf3-8,24,28,1.977
1359,elf3-8,24,28,2.713
1360,elf3-8,24,28,2.593
1361,elf3-8,24,28,2.805
1362,elf3-8,24,28,1.914
1363,elf3-8,24,28,2.854
1364,elf3-8,24,28,1.863
1365,elf3-8,24,28,1.900
1366,elf3-8,24,28,1.903
1367,Col,24,28,1.567
1368,Col,24,28,1.921
